fen,stockfish_eval_cp,stockfish_bestmove,stockfish_depth,B_eval_cp
"2rr2k1/1p1nqpPp/4p3/6P1/p2pPPN1/8/5Q2/1R3BK1 b - - 0 31",225,a4a3,8,260.0
"5kn1/p2r4/1p2p1pp/1P3p2/2PP4/3P3P/n1KB1P1P/5B1R b - - 2 20",-482,f8g7,8,-155.0
"6k1/R7/1p1P4/6b1/1N2p2p/2r5/P1P2K2/8 w - - 0 37",16,a7a8,8,26.0
"8/1pkb1q1p/r2p1b1p/p2P1p2/PpN2Q2/3RRN2/2P3r1/2K5 b - - 1 22",601,g2g4,8,412.0
"r4rk1/1p3pp1/2n5/1R2p3/pn2P2p/Nb1P1NqP/1P1QB1P1/5R1K w - - 2 18",249,b5b4,8,0.0
"r3k1r1/pRp2p1p/4p1q1/8/3P3P/P1P2Qn1/P5PR/4K1N1 b q - 0 16",103,e8d7,8,98.0
"r1b1k3/2p2rp1/p3p2p/4np2/4n3/BP1B3P/P4PP1/3RK2R w Kq - 0 15",-433,d3e4,8,-301.0
"3Q4/2K2k2/8/8/8/8/8/8 w - - 1 62",538,c7d6,8,850.0
"r4k2/8/3K4/8/8/1R6/8/8 w - - 6 78",15,b3b2,8,116.0
"8/5k2/7p/3p2p1/2n4P/P7/6K1/2B5 b - - 0 41",43,d5d4,8,239.0
"6r1/8/3R4/kp3P2/4PK1n/P6P/5R2/6r1 b - - 10 53",24,h4g2,8,-169.0
"r1bqk2r/1p4pp/n6n/p1p5/1NPpp3/1PN1P3/PB3PPP/R1Q1KB1R b KQk - 0 10",217,d4c3,8,-37.0
"3rk1r1/pp1nbp1p/1qp1p1b1/8/3PPQ1P/P1NR3B/1PP4B/2K2R2 w - - 7 21",294,d4d5,8,45.0
"8/1k1p3p/p1b4P/8/8/3r2q1/2K5/2R1R3 w - - 0 35",-601,e1e7,8,-1011.0
"8/k7/2b5/1p4P1/p2R4/4R3/6r1/4K3 w - - 4 47",108,d4d6,8,130.0
"8/7p/4pk2/2p2p1B/5P2/2b1N3/3n1P2/6K1 w - - 0 40",-341,e3f1,8,-364.0
"3r1rk1/2p4p/p4q2/1pQbnp2/5P2/5N1P/P3R1P1/4R1K1 w - - 0 29",18,f4e5,8,-83.0
"8/6k1/p2r4/Pp1p2P1/1P6/1KPR3R/8/4r3 w - - 8 50",400,h3h6,8,247.0
"r5k1/5p2/2p3p1/p1B5/4P2p/5B1P/Nr3PP1/2R3K1 b - - 0 28",-161,b2a2,8,-142.0
"3b4/1p1k1p2/p1p1b1p1/P1P5/2P2K2/2BB4/5P2/8 w - - 2 41",-240,d3e2,8,-183.0
"1rbqk2r/2pp1ppp/p3p3/P1b1n3/2P1P3/2N4P/RP2BPP1/2BQ1RK1 b k - 0 9",13,c5b4,8,0.0
"r3k2r/pbqn1pbp/4p3/1P1p2P1/1Bpn4/2N2N1R/P4P2/1RQ1KB2 w kq - 0 14",-225,f1g2,8,-93.0
"b5r1/6pk/7p/8/8/8/6QP/6RK w - - 1 44",-17,g2a8,8,496.0
"3qr1kb/5p1p/b1n3pP/p1p1n1P1/1p1p1B2/3P1P2/PPP1N1B1/R2Q1RK1 w - - 0 20",112,e2g3,8,172.0
"8/3b2k1/3P4/K7/8/8/8/8 w - - 0 77",29,a5a6,8,-60.0
"1k2r3/1pnq4/3b4/p2p3p/P5p1/1P1Q2P1/NB3P1P/2R3K1 w - - 4 27",43,a2c3,8,-8.0
"5r2/1bp2rkp/p1n3p1/1pP1p3/4B2P/2P1RP2/P2N1K2/4R3 b - - 3 23",121,f8d8,8,120.0
"2R5/8/8/p6k/8/5P2/6K1/r7 b - - 9 51",3,h5h6,8,-12.0
"r3kb1r/ppp1n1pp/1n2bp2/1P2p3/P3N1P1/2P2N2/5P1P/R1BK1BR1 b kq - 0 9",176,b6a4,8,81.0
"R7/7r/7P/4p3/6p1/3K2P1/p7/2k5 b - - 13 59",12,c1b1,8,300.0
"6br/6k1/2pR4/p3RpNp/P1p2P1P/6K1/1P6/8 w - - 2 35",682,g3f2,8,611.0
"8/5B2/R7/6P1/2p5/pr6/1k3P2/6K1 b - - 0 44",18,b3b4,8,-75.0
"1rb1kb1r/5ppp/n3p3/1q2P3/pppRBNQ1/6P1/1PP2P2/1NB3K1 b k - 0 14",153,g7g6,8,173.0
"6nr/1N1kb1pp/1n6/3bpp2/p7/P3P3/5PPP/R1B1KB1R w - - 0 19",225,a1b1,8,96.0
"rn1qk2r/p1p5/1p2p1pp/3b1p2/P1pPnP2/2B1PN2/1P2B1PP/R2Q1RK1 b kq - 3 10",77,b8d7,8,-50.0
"r2qk1r1/p1p1b2p/1pbp4/2n2p2/2P1P3/QPN2PP1/PB5P/R3KB1R b KQq - 1 12",-22,a7a5,8,-30.0
"3r2k1/8/7P/8/pR6/Pb2B3/1K6/8 w - - 23 61",62,b4b7,8,345.0
"8/p1p4p/P4p2/1k2pN1P/4K3/2b4P/8/8 b - - 3 33",451,b5a6,8,319.0
"1n3k1r/rp4p1/1Np1b2p/p2p4/P2Pp3/P1N1P3/2P3PP/4KBR1 w - - 0 14",-356,f1e2,8,74.0
"6R1/2p5/2p4k/p1P3R1/K7/5q2/5P2/8 b - - 1 59",42,f3d1,8,-62.0
"1r1q1rk1/n1pnbp2/p5p1/2ppP1P1/N2p1P2/P2P4/3B2PK/2RQ3R b - - 1 18",281,g8g7,8,115.0
"1r1r3k/6p1/Q3pp1p/4n3/2nq3P/6P1/R2B1PB1/3R2K1 b - - 4 35",498,e5g4,8,204.0
"3k4/3r1p2/1q5p/4Q2P/1P2B3/2K5/8/8 b - - 7 45",294,b6c7,8,77.0
"8/8/2p1k3/8/p1P5/3PB3/PPK5/5b2 w - - 12 42",81,c2c3,8,303.0
"2r5/1p4k1/1q1b3p/1Pp2Q2/2b2P2/5NPP/6BK/3Rr3 w - - 1 33",447,d1e1,8,-307.0
"8/8/8/4Bp2/8/5kP1/1r6/7K b - - 15 80",512,b2g2,8,287.0
"4Q1r1/3R4/3N4/1p1k4/1P6/5K2/8/8 b - - 0 46",-417,g8e8,8,-1468.0
"r3k2r/1bq2pR1/p3p2p/2bnP3/8/2PB1N2/2Q2PPP/2BR2K1 b kq - 0 17",-184,c5f8,8,-137.0
"r1b2rk1/p3n2p/2n2p2/1BbN4/Pp6/8/1PP2PPP/RNB1K2R w K - 1 12",241,c1e3,8,179.0
"2kr1b1r/3n1pp1/pp5p/4Pp1P/3B1P2/2PN1b1N/PPK5/4R1R1 b - - 4 18",48,d7c5,8,-151.0
"r1bqk2r/pp6/2pp1p1b/2n1n1pP/P3P3/2Q1N2P/1PP1BP2/R1B1K1NR w KQkq - 2 10",72,f2f3,8,126.0
"3rk2r/pp2b1pp/2n2p2/5N2/3pp1P1/6P1/PP2P2P/RNB1K2R b KQk - 3 11",-97,e7b4,8,90.0
"6k1/pp6/6P1/3n3r/Pb6/2B4P/6P1/1R5K b - - 0 40",285,b4c3,8,190.0
"r2qk2r/1ppb1pb1/p1n1p3/3p1n1p/3P3R/P1NNPP2/1PPBQ1P1/2KR1B2 w kq - 2 10",129,h4h3,8,43.0
"8/4k3/2R1p1pp/2P1P3/p3KPP1/1r1B2P1/8/6b1 w - - 0 45",0,d3c4,8,177.0
"1Q6/2K5/8/k5p1/P5P1/8/8/8 w - - 1 48",15000,b8b5,8,1331.0
"r2k3r/1ppnn3/p2b1p1p/4p2q/4P2P/P1BP1N1B/1PK2Q2/R5R1 w - - 0 21",221,a1d1,8,10.0
"2r3k1/2r2pp1/3q1n1p/pP1p1Q2/PbnP4/2N3PP/5KB1/B1RR4 b - - 0 30",352,c4e3,8,179.0
"1r6/R7/4b3/2p1kp2/2P1P3/1P1R1PPp/7P/6K1 w - - 0 35",505,e4f5,8,569.0
"8/2p5/6R1/4p2k/4B3/3K2P1/5r2/3n4 b - - 13 57",15,f2f7,8,43.0
"2kr2nr/pbqp2p1/1pn1pp2/8/1bP1P3/2N1BNPp/PP2BP1P/2RQ1RK1 b - - 4 10",-72,b4c3,8,-22.0
"r2q1rk1/1p2bppp/p1p2n2/2Pp4/1P1Q2b1/P1N2N2/4PPBP/R4RK1 b - - 5 10",262,h7h5,8,120.0
"3rr1k1/6p1/5b1p/1R1b1p2/7P/5N2/1PQ2PP1/6K1 b - - 0 32",-141,d5e4,8,-78.0
"2kr4/pp3pnp/2n1b3/b1B5/5r2/2NP1N2/P2K1RBP/5R2 b - - 6 22",499,f4c4,8,169.0
"r1br2k1/7p/p1p4p/5p2/8/P3PPPP/P5B1/R4K1R w - - 0 15",92,f1e2,8,-38.0
"3q1k2/3n3p/2pN1nr1/3b4/2p4R/4Q2B/3PP3/4K3 w - - 7 22",-265,h3d7,8,-134.0
"8/8/5p2/8/5k1P/8/4K1P1/8 b - - 0 68",-50,f4g4,8,-109.0
"4Rn2/1pp5/3k3K/8/8/5P2/8/4r3 w - - 0 67",114,e8e1,8,-505.0
"8/4kp2/6p1/3b1p1p/1K1b1B2/8/2p3PP/r1N2B1R b - - 3 35",487,a1b1,8,503.0
"r1bn3r/ppp1kp2/8/3Pp2p/7R/P1P5/1P3PP1/RN2KB2 w Q - 1 15",69,c3c4,8,15.0
"1k6/2R5/1K6/8/8/8/8/8 b - - 12 69",-15000,b8a8,8,-434.0
"4rr1k/1p4pp/5n2/pPB1q3/1p2pb2/1Q5P/P1R1BPP1/4K2R b - - 8 19",367,e4e3,8,343.0
"rnb4r/ppp1k3/3b3p/4pppP/1P4n1/P4N2/1BPNPP2/R3KB1R b KQ - 4 9",184,c8e6,8,-81.0
"8/5Bpk/5bp1/r7/6R1/7P/2K5/8 b - - 3 48",16,h7h6,8,270.0
"1r3rk1/2q3b1/R1n1b2p/2p1pp1N/Q1p1p1pP/2B1P3/1P2B1P1/3R2K1 b - - 5 22",-53,b8c8,8,210.0
"1k1r2r1/1ppq4/4bp2/p5pp/7P/2PBNPQ1/P1PB4/4RK2 w - - 3 18",102,c3c4,8,-59.0
"r4rk1/p2b3p/1pnPqp2/4pnp1/3pP3/B2Q4/P3BPPP/1R3RK1 w - - 0 15",-170,e4f5,8,-181.0
"3rbr1k/1p4qn/p1p4p/P1Pp1pn1/NP1PpNp1/4P1P1/KR2BP2/4Q2R w - - 6 30",-59,e2d1,8,77.0
"r7/p2np1b1/2p1k1Np/3n3P/2N1p3/7P/PP1B1P2/R3KB2 b Q - 0 18",-501,g7d4,8,-282.0
"r1bqkbr1/1pppp2p/8/1P3p2/1n4n1/P3P2N/1B1PB1P1/RN1QK1R1 b Qq - 0 9",126,b4d5,8,93.0
"8/2pk4/5rp1/2KP2R1/PP3r2/7p/8/7R b - - 2 46",63,f4h4,8,143.0
"2b5/1k2q3/8/1p6/p7/5P2/4NQ2/5K2 w - - 0 44",-270,f3f4,8,-200.0
"2kr4/pp1b3p/1q1b1Qn1/3pp3/5p2/N1PB4/PP4PP/R1B2R1K w - - 4 16",358,d3f5,8,329.0
"5rk1/6pp/3q4/8/pp2Q2P/6P1/PP3P2/2R3K1 w - - 1 29",136,c1c4,8,80.0
"r1b3nr/pp1k4/2pN3p/8/7q/2P1Q1n1/PP1B2P1/RN2KB2 w Q - 1 16",-108,d6f7,8,-6.0
"r2qk2r/1p1nnpp1/2p1p3/p2pN2p/Pb1P1P1P/2N1P3/3P2P1/R1BQK2R w KQkq - 2 9",-249,e1g1,8,-29.0
"n7/P3kp2/4p3/Q1p5/3q4/1P2N3/4K3/8 w - - 13 53",5,e3c4,8,345.0
"r1bk1b1r/2qp2p1/p1n2nPp/2p2p1P/1p3P2/3P2N1/PPP1R3/R1BQKBN1 w Q - 4 12",-67,f1h3,8,-102.0
"N1bk4/1p4pp/2p5/p1b5/2P3P1/1P2rN1P/n2K2B1/R7 b - - 1 27",260,a2c3,8,230.0
"2r1k3/p4q2/1p2pb2/2pn1p2/8/1P1P1N2/P2B2PQ/4RK2 b - - 8 24",177,e8d7,8,122.0
"1rb1k2r/Qp1np2p/5ppb/1NnB4/5P2/P1B3P1/3RP2P/2q2NK1 b - - 0 22",132,c5a6,8,306.0
"r2qkbn1/1p6/2p1n1p1/p3p3/N2pP2r/P4P1B/1PPBQ3/R3K2R b KQ - 3 15",110,b7b5,8,197.0
"r1b4R/p1p2kp1/3q1p1p/2Np1n2/1P1P1P2/7r/5QR1/5NK1 b - - 0 22",185,h6h5,8,229.0
"8/8/8/6n1/2pk1b2/8/4R1K1/1B6 b - - 11 69",7,d4c3,8,27.0
"1k2r3/1p3p1p/p3q3/5rp1/3Pn3/BP1QP2P/2R4K/5R2 w - - 0 27",-287,f1f5,8,-74.0
"1nbq3r/1p3k2/2pb1np1/rP1p1p2/3Pp1p1/1QN1P3/3BNPBP/R3K2R w KQ - 0 12",-315,a1a5,8,-175.0
"r4rk1/3p2pp/4pp2/2q5/p3bPP1/1R2PN1P/3Q1K2/R7 w - - 0 18",-284,b3a3,8,-362.0
"2R5/4kp2/8/3P4/3n1PK1/3P4/3r4/8 b - - 3 38",304,d2d3,8,225.0
"Nnbk1b1r/1p3p1p/3p4/4p2q/p3P3/2P4P/PPn1BP2/R1BK3R w - - 0 13",-67,e2h5,8,-387.0
"r2r2k1/ppq1ppbp/6p1/P1p5/4PP2/1bNPB2P/1P2Q1P1/R4RK1 w - - 1 16",8,f1f3,8,-18.0
"r4rk1/pp3pbp/1q1pbn2/8/2BR4/1PN1PPpP/3B2P1/3QK2R b - - 5 15",181,d6d5,8,112.0
"4k3/Nb1p1p2/1P1bp3/6q1/8/p3P2P/3Q2P1/6K1 b - - 0 29",688,g5g3,8,558.0
"3rr1k1/ppp1bpp1/2q2n2/8/6Pp/2N1BN1P/PP2QP2/2RR2K1 b - - 7 15",-373,f6g4,8,-117.0
"2r1b3/k3nqr1/1p2pNnR/pP1pPp1B/P1pP4/2P1B3/5Q2/3K3R w - - 7 35",286,f2d2,8,69.0
"r6k/p6p/8/2P2r2/1PNp1p2/Q3p2P/PKP3q1/R6R b - - 1 27",-94,g2d5,8,82.0
"2bq1rk1/5pbp/2p2np1/P1Ppp3/8/P1P1PP2/6PP/RNBQ1RK1 b - - 0 12",-22,d8a5,8,-228.0
"8/3N2R1/4k3/3p4/7r/5P2/2b3K1/8 w - - 0 43",0,d7f8,8,18.0
"rnbqk1nr/1pp4p/5pp1/3p4/1b1P4/1BN2Q1P/P1P2PP1/R3K1NR b KQ - 1 9",537,c7c6,8,258.0
"r5kr/1bpnqpb1/p5pp/2nPp3/P1B1P3/B1P1QN2/3N3P/R3K1R1 w - - 6 18",198,a1b1,8,3.0
"4Q3/kpp5/3q4/2n5/4pN2/7P/r5PK/5R2 w - - 4 32",-158,h2g1,8,-28.0
"1k6/ppp3p1/1q6/3Pb2p/P5bP/4Q1P1/1PR3B1/4K2R b - - 0 23",682,b6e3,8,-249.0
"2k5/2p2p2/1p5B/1P1q4/3P2p1/1P2P3/3K4/2R5 b - - 1 33",309,d5b5,8,142.0
"4R1bk/8/8/8/P7/8/6PP/1q4BK b - - 12 50",161,h8g7,8,74.0
"6k1/6p1/1R1B1p1p/1p5P/8/P5P1/r1r2P2/6K1 b - - 8 40",471,c2f2,8,184.0
"3k3r/pp4p1/4b3/3p4/7p/P1K5/P1P5/R5R1 w - - 0 33",51,g1g7,8,-127.0
"r1bq1rk1/1pp1bpp1/3p1n1p/pN2p3/2PnP3/P1NP4/1P3PPP/R1BQKB1R w KQ - 6 10",-55,b5d4,8,-17.0
"1r1q2k1/pr3p2/b2p2p1/Pnp1p2p/4P1nP/1P1PRNP1/5P2/BR1Q1BK1 w - - 1 25",-190,e3e1,8,-12.0
"8/4pk2/1r3p1p/3RP1pP/6P1/5P2/4PK2/8 w - - 1 30",45,d5a5,8,124.0
"1k1r4/1pp2pp1/2n5/2q5/2Pp4/1R1P1B2/1K3P2/4Q3 w - - 9 34",-13,b3b5,8,-243.0
"r2r2k1/pp2q1p1/3bn3/4pP1p/2B2PnP/2N3P1/PP1R4/R1BQK3 b Q - 0 14",-126,e5f4,8,62.0
"r5k1/2r1b1pp/1pn1p1n1/p2pPp2/3P1P1q/1PPB1Q1P/R4P2/1NBK3R w - - 3 16",7,c1e3,8,28.0
"8/1p6/p3r1k1/P2p1p1p/1P3B1P/1qbQ1pP1/8/5B1K b - - 7 54",347,e6e1,8,497.0
"8/8/8/p7/P1K1nk2/1P6/3p4/3R4 w - - 4 46",183,b3b4,8,237.0
"8/p1kn4/2p3P1/4b2B/4R2P/1P6/2Pr4/1K6 w - - 1 47",-80,h5g4,8,54.0
"rn2k2r/1pq1nppp/p3p1b1/P1pp4/1b1PPN1P/1PNQ1P2/2PB4/R3KB1R b KQkq - 0 10",255,b8c6,8,145.0
"rn2k2r/pppb1p2/4p3/3pP3/1b1P2pq/2N2P2/PP1Q3P/R2K1BNR w kq - 1 10",-288,h2h3,8,-229.0
"1k6/1pr5/8/8/Q2P2p1/P7/KP6/7q w - - 8 70",-3,a4e8,8,-321.0
"3r4/p3r1kp/Pp3np1/1Bp2p2/1b1p1P1P/1N3K2/1PP2P2/R6R b - - 1 24",184,e7c7,8,137.0
"r4k1r/p1p2p1p/5np1/1Qp5/2Pqp3/4R2P/P4P1P/3RKB2 b - - 3 16",399,d4e5,8,61.0
"4rrk1/p2b2pp/2nq1n2/2p1p3/P1Pp4/3B1NBP/5PP1/R2QR1K1 w - - 4 19",-75,d1e2,8,5.0
"4kb1r/5p1p/4p3/3pP3/1nbP1NpP/1qN1Q3/1P1B1PP1/1K5R b k - 9 18",409,f8h6,8,-58.0
"6k1/8/2b2pr1/2n5/1P5R/7P/4R1PK/3r4 w - - 0 48",-243,b4c5,8,-420.0
"r3kb1r/7p/n1p1PppP/pp1q1b2/2p1N1n1/5N2/PPQBPPP1/3RKB1R w q - 2 12",-298,e4f6,8,91.0
"2N1nk2/6pp/2p5/3n1p2/2pPp3/1pN1P2P/3K1PP1/1R6 w - - 0 22",404,g2g4,8,376.0
"r3r3/1pk3B1/2p5/p1bn1b1p/8/1P2P3/P2P1NPP/R3KB1R w KQ - 1 17",160,f1d3,8,32.0
"6k1/5p2/4qb1p/1p1r4/r2pn1pN/1Q3PP1/1P2P2P/2RRN1K1 b - - 0 28",80,e4c5,8,129.0
"7r/3bp3/3r1k2/R2p4/2qN1Pp1/2PnP3/3P2BP/1Q3RK1 w - - 1 24",380,b1b7,8,320.0
"2kr2r1/1pq2p2/2pbp3/p7/3P2Pp/P1N1P3/1P2QPP1/R4RK1 b - - 2 18",124,f7f5,8,34.0
"8/1kr5/pp2K3/8/3R4/P2B4/8/8 b - - 0 40",-37,b6b5,8,-357.0
"r3kb1r/p2n1ppp/2pqp3/1p1n1b2/2PP4/5NP1/P2BPPBP/RN1Q1RK1 b kq - 0 10",-63,b5c4,8,-115.0
"r2k2r1/2p1bq2/2p1b1pp/3nB2N/4N3/1P1P1P2/2P1Q3/2K2R1R w - - 0 21",-50,h5g3,8,23.0
"r4r2/p3n1pk/2q4p/BpP1pp2/4N3/3Q2P1/7K/2RR4 b - - 0 35",425,f5e4,8,-55.0
"r5k1/3p3p/8/p2b1r1p/P3q3/2Q1B2P/5PP1/R3N1K1 w - - 1 25",-45,a1d1,8,-13.0
"2rR4/7k/1n3Bp1/p5P1/P4P2/6K1/8/8 w - - 3 46",348,d8c8,8,395.0
"r4rk1/p3nbpp/1p1q1p2/2p5/3pP3/P2N2RN/1PP1Q1PP/1K5R b - - 5 18",377,e7g6,8,-10.0
"Bn1r2k1/5p2/1p5p/2b5/2N5/4P2P/P1P2KP1/R6R b - - 0 19",-506,b8a6,8,-327.0
"r2qk1nr/p1p2p2/2p1p1n1/6pp/3P4/Q1P3PP/PP3P2/R1B1K1NR w KQkq - 0 9",121,a3c5,8,100.0
"1k1r4/pbppn1p1/3b4/1NpP1qP1/P7/4B3/1P4Q1/K2RR3 w - - 3 26",326,b5d6,8,106.0
"r1bqk2r/p3bpp1/3p2n1/2p1p1Pp/1p1NP2P/1P1PBB2/PNP2P2/R2QK2R b KQkq - 0 11",69,c5d4,8,-39.0
"r1b1kb1r/5ppp/P7/2qp4/3pB3/5N2/2PN1PPP/R2Q1RK1 b kq - 0 12",-296,d5e4,8,-292.0
"r3kbnr/1b1p2p1/5p2/pB2p2p/PpNpP3/1P1P4/1B2KPPP/R6R w kq - 0 12",162,f2f4,8,46.0
"r1b2rk1/p4ppp/1q2p1n1/p1Rp2N1/3P4/1P2P2P/P1QN1PP1/5RK1 w - - 4 12",227,h3h4,8,79.0
"r7/2bnkp2/P1p1pn2/3p2Bq/3P3P/2NB4/7P/5RQK w - - 3 23",322,g1f2,8,-75.0
"1k1r3r/1p1qn1b1/p1npb3/2p1p3/2P3p1/PPNPP1N1/1BQ1B2P/1K3R1R b - - 1 22",124,d6d5,8,98.0
"8/p2k2p1/4p1r1/3pP3/2Nn1QB1/q6P/6PK/2R5 b - - 0 32",-426,g6g4,8,-165.0
"8/Br1n4/B3k1p1/3b3p/5p2/5P2/6PP/R5K1 w - - 0 39",417,a6b7,8,21.0
"1b4r1/p4k2/1p3p2/P2p3r/1P2n2p/3N1K1P/2P3P1/1R1RB3 w - - 1 28",-201,c2c4,8,39.0
"r1b2rk1/2P2pp1/4pq2/P1Qp4/2B4p/3pB3/5PPP/R4RK1 b - - 0 18",-111,d5c4,8,-168.0
"1k6/1p3p1p/6p1/Q1p3P1/3b1PK1/P3q2P/1PPr4/R4B2 w - - 7 27",0,a5d8,8,-22.0
"k2r1r2/pp1q1p2/2p1p1p1/2PnP1Np/3P4/PQ5P/5PP1/1R1R2K1 w - - 5 20",158,g5e4,8,110.0
"4R3/7k/8/5bp1/2q5/P1N5/1P6/K2R4 w - - 1 40",147,e8e1,8,277.0
"8/8/5p2/2R5/5k1p/5P1K/1r5P/8 w - - 6 44",-7,c5a5,8,-15.0
"r1bq2k1/2p1nr2/3p1npB/1p1Pp2p/1P2P2P/P1N2P2/6B1/R2QK2R b KQ - 0 16",-82,c7c6,8,25.0
"1k6/pP3p2/P7/3PP3/4p3/6p1/6Kp/8 b - - 0 45",297,e4e3,8,-57.0
"8/8/4k2p/6p1/1PP5/3r2B1/1K5P/8 w - - 1 58",-37,b2c2,8,-69.0
"r1bqk2r/pp3p1p/3b1np1/3pN3/3P4/P1NpP2P/3B1PP1/R2QK2R w KQkq - 4 9",-13,e5d3,8,-93.0
"3R4/6p1/4p2p/7P/6R1/4b3/1r2r1P1/3K2k1 b - - 1 52",15000,e2f2,8,820.0
"2kr2nr/ppp2qpp/5p2/4p3/3nP3/P2PB2P/P4P1P/R1Q1KB1R w KQ - 3 9",-232,f1g2,8,-33.0
"1n3k2/p3bp2/1p2p3/8/1r6/2B3Pp/r2PBP1P/3RR1K1 w - - 0 23",105,c3b4,8,-79.0
"5r2/2P5/8/1R3Nk1/3b3p/5K2/6P1/8 b - - 4 53",-347,d4c3,8,-306.0
"1r1q1r1k/1p3n1p/pNpb1p2/P2p1b2/1n1P4/2P3Pp/1P2RP1N/R1BQ1BK1 b - - 0 18",60,b4d3,8,93.0
"r3k3/pp3npb/n1pq4/4p3/2P1p1p1/2Q1N3/PP1NBP2/R3K3 w Qq - 2 16",-211,d2b3,8,-90.0
"1k1rn3/p4p2/7p/3N4/r6P/4B2K/P4PBP/2R5 b - - 7 28",-453,a4a2,8,-382.0
"8/7k/1P6/P1K4p/2P2q2/8/5r2/8 b - - 6 50",659,f4e3,8,1253.0
"4r1k1/5rp1/1n5p/3p1p2/3P1QP1/1p1qP2P/2R2RB1/1K6 w - - 0 34",-555,g4f5,8,-78.0
"8/8/1p6/8/1Q6/4k3/2P1p3/2K2n2 w - - 5 51",160,b4e1,8,366.0
"2nrk2r/2q3p1/2p1bn2/p1b1pP2/Pp5P/1P3PPB/2PNQ3/1NKR3R w k - 0 19",262,f5e6,8,-101.0
"r1b1kq1r/p1pp4/4p2p/2p1Q1B1/8/2N5/PPn2PPP/2R2RK1 b - - 1 16",9,h6g5,8,-191.0
"8/7R/6P1/6kP/8/3p4/6K1/3r4 w - - 7 62",583,g6g7,8,61.0
"3r3k/1p4p1/p1bq1p1p/3p4/P2R4/3Q3P/1P4P1/4R2K b - - 0 27",-12,d6f8,8,130.0
"3r2k1/6pp/B7/1p3p2/2b2P1P/3pr1P1/P6R/1K1R4 w - - 3 28",-236,h2b2,8,-89.0
"8/8/1pB5/4kp2/3b1r1p/P6P/2RRK2P/6r1 b - - 24 45",213,g1a1,8,226.0
"1r2k2r/1bq2pb1/3Rp3/p2pP1p1/P2P2N1/1P2R1P1/5P2/3Q1BK1 b k - 4 24",-332,e8g8,8,-55.0
"1q2r1k1/3bbp2/5npp/8/1P1Q3P/4PB2/2P1N1R1/2KR4 b - - 1 24",27,b8b4,8,-169.0
"6k1/2R4p/p2pr1p1/8/p2b4/1P4P1/6KP/8 w - - 0 30",-453,b3a4,8,-484.0
"5k2/5p2/pp1r4/8/4bP2/P3nPP1/1P3K2/R7 w - - 0 29",-267,f2e3,8,-294.0
"2kr2nr/pbpp2p1/1p1b1q2/2nP4/P1P3P1/NQ6/1P1B2B1/2KRR3 w - - 5 17",-357,b3c2,8,-142.0
"1r1qk2r/1pp2p2/p2bbn1p/4n1p1/P7/2PQ4/1PN2PPP/R1B1KBNR w KQk - 1 12",-179,d3d1,8,-31.0
"6K1/Q5B1/P1q5/7r/4p3/k3Pn2/5P2/8 b - - 2 61",421,c6e8,8,339.0
"2b2rk1/p4p1p/2p2q2/5p1Q/3P3R/r2nN1P1/5PBP/5RK1 b - - 4 23",-63,h7h6,8,72.0
"2kr1br1/ppqn1p2/2p1pnp1/6B1/3P4/1QP3N1/PP3PP1/2KR1B1R w - - 4 14",54,f1d3,8,29.0
"r2qk2r/1b2bp1p/p4n2/1p1pNPp1/2BP4/4P2Q/2PBN2P/R3K2R b kq - 0 18",164,d5c4,8,-135.0
"rn2kb1r/p2ppp2/b3q3/2p1P1pp/3P4/PPN5/4NPPP/R1BQ1RK1 b kq - 2 10",-157,e6g6,8,-105.0
"R7/2r3kp/2P3p1/P3p3/8/r6P/2R4K/8 b - - 0 48",-45,g7f6,8,-31.0
"R2bk3/2q4p/8/3pP3/1P1P4/6P1/8/6K1 b - - 0 65",502,c7c1,8,254.0
"r2qk2r/np1b2p1/3b4/p2P1ppP/1p1P4/1P1BBP2/3N2P1/R2QK2R w KQkq - 3 14",42,d1e2,8,75.0
"8/8/8/3Nn3/8/1r6/3k3K/8 w - - 10 60",-313,d5f6,8,-584.0
"1R6/8/2K5/6r1/8/p1k5/8/8 w - - 2 50",-374,b8b1,8,-458.0
"3r2k1/pp3pp1/P1p1r3/3N3p/6bP/6P1/1PPb2BK/R4R2 b - - 0 21",367,c6d5,8,256.0
"8/6k1/8/R3N3/7p/1P1K1Pr1/2P5/6b1 w - - 0 44",72,d3e4,8,120.0
"rnq1k2r/ppp2pb1/4p2p/6p1/P5BP/3R4/1PP2P1P/2BQK2R b Kkq - 0 10",-69,b8d7,8,164.0
"r3k1nr/pp3pbp/n1p1p1b1/3p2P1/RPP3P1/1P1P1N1P/4P3/1NBK1B1R b kq - 2 9",-166,a8d8,8,-60.0
"8/1P4pk/P2N4/3b1n1p/8/3K3P/5r2/R7 b - - 0 37",181,f2f3,8,-167.0
"r1b2rk1/1pp2q2/3b1np1/pN1p2B1/P2n4/3N4/1P2BPPP/R2QK2R b KQ - 3 11",246,d4e2,8,74.0
"3q1rk1/2pb1pp1/3b1n1p/1B2p3/1n2P2P/2N1BP2/1PP1N3/3QK2R w K - 3 13",-50,b5d7,8,10.0
"4k2r/p2bq3/1p1p4/2pB4/2Pp1P2/P5R1/1P2N2p/1K2Q3 w k - 0 33",46,b1a2,8,-24.0
"1kb2rQ1/2q4p/8/p6r/P1P5/8/KP3P2/4R3 w - - 0 36",-332,g8f8,8,-556.0
